
Start
770,86.33,0.53
780,86.69,0.53
790,85.60,0.53
800,85.59,0.54
810,86.26,0.54
820,86.02,0.56
830,86.69,0.56
840,88.42,0.57
850,88.41,0.58
860,89.34,0.58
870,89.59,0.58
880,89.69,0.59
890,89.86,0.59
900,90.26,0.59
910,89.63,0.59
920,89.60,0.60
930,90.63,0.60
940,90.26,0.61
950,91.19,0.62
960,89.76,0.63
970,91.54,0.68
980,90.78,0.72
990,89.80,0.73
End Time: 0.726
Start
0,73.00,0.03
10,86.00,0.24
20,86.00,0.37
30,86.00,0.61
40,86.00,0.73
50,86.00,0.85
60,86.00,1.04
70,86.00,1.14
80,86.00,1.23
90,86.00,1.33
100,86.00,1.39
110,86.00,1.49
120,86.00,1.59
130,86.00,1.70
140,86.00,1.79
150,86.00,1.94
160,91.00,2.09
170,93.00,2.22
180,94.00,2.29
190,94.00,2.35
200,94.00,2.39
210,94.00,2.46
220,94.00,2.55
230,94.00,2.63
240,94.00,2.70
250,94.00,2.74
260,94.00,2.79
270,94.00,2.83
280,94.00,2.87
290,94.00,3.06
300,94.00,3.12
310,94.00,3.17
320,94.00,3.22
330,96.00,3.29
340,96.00,3.38
350,96.00,3.48
360,96.00,3.59
370,96.00,3.72
380,96.00,3.79
390,96.00,3.86
400,96.00,3.94
410,96.00,4.01
420,96.00,4.07
430,96.00,4.15
440,96.00,4.19
450,96.00,4.27
460,96.00,4.34
470,96.00,4.40
480,97.00,4.45
490,97.00,4.50
500,97.00,4.55
510,97.00,4.61
520,97.00,4.68
530,97.00,4.76
540,97.00,4.80
550,97.00,4.85
560,97.00,4.89
570,97.00,4.93
580,97.00,4.96
590,97.00,5.03
600,97.00,5.09
610,97.00,5.14
620,97.00,5.21
630,99.00,5.26
640,99.00,5.32
650,99.00,5.36
660,99.00,5.39
670,99.00,5.42
680,99.00,5.46
690,99.00,5.54
700,99.00,5.59
710,99.00,5.64
720,99.00,5.69
730,99.00,5.75
740,99.00,5.80
750,99.00,5.87
760,99.00,5.93
770,99.00,5.99
780,99.00,6.03
790,99.00,6.06
800,99.00,6.09
810,99.00,6.15
820,99.00,6.27
830,99.00,6.33
840,100.00,6.38
850,100.00,6.42
860,100.00,6.46
870,102.00,6.49
880,102.00,6.52
890,104.00,6.60
900,104.00,6.66
910,104.00,6.71
920,104.00,6.80
930,104.00,6.86
940,104.00,6.92
950,104.00,6.96
960,104.00,7.00
970,104.00,7.04
980,104.00,7.08
990,104.00,7.12
End Time: 7.122
